#time	id	type	len[m]	w[m]	x[m]	y[m]	vx[m/s]	vy[m/s]	ax[ms2]	ay[ms2]
973.00	201181	bike	2.00	0.70	38.36	1.14	23.24	0.85	-1.01	-0.03
973.00	352410	car	5.00	2.00	27.01	2.85	24.11	-0.08	-1.01	2.08
973.00	386127	bike	2.00	0.70	12.37	-3.18	24.45	0.56	-1.20	0.91
973.10	654786	bike	2.00	0.70	598.21	0.87	25.18	0.37	0.47	-0.15
973.10	839855	car	5.00	2.00	551.37	-3.27	23.59	-0.05	0.29	-0.11
973.10	133617	bike	2.00	0.70	543.27	1.27	24.69	0.02	-0.04	-0.06
973.10	713045	bike	2.00	0.70	531.63	3.54	24.96	0.41	0.04	-0.00
973.10	616081	bike	2.00	0.70	531.07	-1.11	24.58	0.03	0.58	-0.04
973.10	808579	bike	2.00	0.70	501.66	0.89	24.26	-0.02	-0.39	0.09
973.10	702232	car	5.00	2.00	497.17	-3.24	23.01	0.07	0.69	-0.22
973.10	896208	car	5.00	2.00	464.00	-0.14	22.93	-0.01	0.47	0.04
973.10	305252	bike	2.00	0.70	459.24	-2.97	23.46	0.04	-0.08	0.01
973.10	774176	car	5.00	2.00	422.91	-0.55	22.01	0.16	0.53	0.24
973.10	154845	car	5.00	2.00	422.52	-3.54	22.29	0.03	0.61	0.00
973.10	358004	truck	10.00	2.50	418.70	3.19	12.10	-0.13	0.33	-0.10
973.10	545491	bike	2.00	0.70	404.51	-1.99	21.48	0.06	0.32	0.08
973.10	665082	bike	2.00	0.70	401.77	-3.80	21.42	0.01	0.04	-0.13
973.10	151219	bike	2.00	0.70	387.72	-1.39	20.93	0.37	0.37	0.10
973.10	410392	truck	10.00	2.50	377.30	3.29	11.10	-0.08	0.08	-0.50
973.10	913577	car	5.00	2.00	374.25	-0.08	18.54	-0.03	-0.24	-0.90
973.10	540682	car	5.00	2.00	372.39	-3.55	19.90	0.04	0.53	-0.23
973.10	959807	car	5.00	2.00	344.97	-1.65	17.84	-0.15	0.72	-0.41
973.10	226488	car	5.00	2.00	339.95	1.77	14.65	-0.52	-0.20	-0.07
973.10	498718	bike	2.00	0.70	324.96	3.76	18.09	-0.44	0.30	-0.38
973.10	450065	car	5.00	2.00	319.06	-0.63	16.99	-0.52	0.78	0.33
973.10	211329	car	5.00	2.00	318.08	-3.67	16.96	-0.08	0.75	-1.03
973.10	751115	bike	2.00	0.70	313.00	2.90	17.43	-0.28	0.10	0.36
973.10	583131	bike	2.00	0.70	302.66	1.15	19.24	-0.68	-0.71	0.61
973.10	145827	bike	2.00	0.70	296.25	0.56	17.56	-0.41	-0.05	-0.10
973.10	121644	car	5.00	2.00	296.04	-1.61	16.04	-0.50	-0.13	-0.68
973.10	461442	bike	2.00	0.70	293.59	3.94	19.34	0.03	1.17	-0.46
973.10	592251	bike	2.00	0.70	281.97	-3.52	19.77	-0.47	0.47	-0.84
973.10	855487	bike	2.00	0.70	279.00	2.99	19.12	-0.55	0.99	1.08
973.10	972494	truck	10.00	2.50	267.72	2.09	11.96	0.64	0.30	0.81
973.10	272831	car	5.00	2.00	255.02	-1.54	18.36	-0.11	-0.04	0.65
973.10	724235	bike	2.00	0.70	241.97	-4.00	22.12	-0.45	-0.43	-0.15
973.10	123602	car	5.00	2.00	240.17	1.12	12.97	-0.70	-0.40	-0.82
973.10	943223	car	5.00	2.00	233.54	-1.88	17.07	-0.95	-0.10	-0.64
973.10	705710	bike	2.00	0.70	232.68	4.15	17.98	0.28	2.37	2.19
973.10	687501	bike	2.00	0.70	225.35	-3.84	21.55	-1.06	0.54	-0.71
973.10	894243	bike	2.00	0.70	212.42	-0.35	18.20	-0.74	0.18	-0.56
973.10	329307	car	5.00	2.00	198.85	-3.77	19.98	-0.01	-1.67	1.92
973.10	280037	car	5.00	2.00	187.91	-1.64	19.33	-0.10	-1.05	1.95
973.10	890622	car	5.00	2.00	178.35	2.19	19.80	0.28	-1.18	0.28
973.10	692566	car	5.00	2.00	163.23	-3.78	20.34	0.07	-0.41	2.09
973.10	666665	car	5.00	2.00	151.73	-0.69	20.42	0.04	-0.08	0.42
973.10	189281	car	5.00	2.00	141.12	2.25	20.89	0.14	-0.61	0.22
973.10	924744	bike	2.00	0.70	131.10	-2.75	21.77	-0.07	-0.54	0.12
973.10	419629	car	5.00	2.00	115.66	-0.57	20.86	0.22	-0.58	0.26
973.10	138894	car	5.00	2.00	103.91	2.24	21.33	-0.13	-0.53	0.57
973.10	497141	bike	2.00	0.70	95.84	-2.82	23.14	-0.24	-0.57	-0.18
973.10	874455	car	5.00	2.00	79.01	-0.33	21.31	-0.25	-0.31	0.12
973.10	214925	bike	2.00	0.70	70.00	4.10	24.25	0.20	0.40	0.56
973.10	269309	car	5.00	2.00	55.04	-3.15	23.14	-0.05	-0.84	-0.08
973.10	201181	bike	2.00	0.70	40.68	1.21	23.20	0.71	-0.42	-1.36
973.10	352410	car	5.00	2.00	29.42	2.85	24.03	0.07	-0.83	1.42
973.10	386127	bike	2.00	0.70	14.81	-3.12	24.42	0.65	-0.37	0.88
973.20	654786	bike	2.00	0.70	600.73	0.91	25.19	0.34	0.13	-0.25
973.20	839855	car	5.00	2.00	553.73	-3.28	23.60	-0.07	0.09	-0.16
973.20	133617	bike	2.00	0.70	545.74	1.28	24.73	0.01	0.39	-0.08
973.20	713045	bike	2.00	0.70	534.13	3.58	24.98	0.40	0.19	-0.06
973.20	616081	bike	2.00	0.70	533.53	-1.11	24.56	0.01	-0.23	-0.17
973.20	808579	bike	2.00	0.70	504.08	0.88	24.26	-0.01	-0.09	0.10
973.20	702232	car	5.00	2.00	499.47	-3.23	23.07	0.02	0.59	-0.48
973.20	896208	car	5.00	2.00	466.29	-0.14	22.91	-0.01	-0.24	0.02
973.20	305252	bike	2.00	0.70	461.58	-2.97	23.45	0.04	-0.08	0.02
973.20	774176	car	5.00	2.00	425.11	-0.53	22.05	0.17	0.38	0.13
973.20	154845	car	5.00	2.00	424.76	-3.53	22.32	0.04	0.29	0.12
973.20	358004	truck	10.00	2.50	419.91	3.18	12.06	-0.11	-0.39	0.18
973.20	545491	bike	2.00	0.70	406.66	-1.99	21.57	0.06	0.89	-0.00
973.20	665082	bike	2.00	0.70	403.91	-3.80	21.48	0.02	0.63	0.07
973.20	151219	bike	2.00	0.70	389.82	-1.35	20.96	0.40	0.29	0.37
973.20	410392	truck	10.00	2.50	378.41	3.28	11.12	-0.12	0.22	-0.32
973.20	913577	car	5.00	2.00	376.11	-0.09	18.55	-0.12	0.13	-0.93
973.20	540682	car	5.00	2.00	374.38	-3.55	19.94	0.03	0.42	-0.09
973.20	959807	car	5.00	2.00	346.75	-1.67	17.86	-0.19	0.16	-0.42
973.20	226488	car	5.00	2.00	341.42	1.72	14.64	-0.53	-0.10	-0.10
973.20	498718	bike	2.00	0.70	326.77	3.72	18.13	-0.47	0.40	-0.32
973.20	450065	car	5.00	2.00	320.77	-0.69	17.08	-0.49	0.91	0.29
973.20	211329	car	5.00	2.00	319.78	-3.68	17.03	-0.17	0.66	-0.93
973.20	751115	bike	2.00	0.70	314.74	2.88	17.36	-0.22	-0.67	0.52
973.20	583131	bike	2.00	0.70	304.58	1.08	19.17	-0.65	-0.68	0.38
973.20	145827	bike	2.00	0.70	298.00	0.52	17.53	-0.44	-0.32	-0.30
973.20	121644	car	5.00	2.00	297.65	-1.66	16.07	-0.53	0.35	-0.30
973.20	461442	bike	2.00	0.70	295.53	3.94	19.46	-0.01	1.18	-0.44
973.20	592251	bike	2.00	0.70	283.95	-3.57	19.76	-0.54	-0.09	-0.66
973.20	855487	bike	2.00	0.70	280.92	2.94	19.19	-0.45	0.68	0.99
973.20	972494	truck	10.00	2.50	268.92	2.15	11.97	0.69	0.12	0.57
973.20	272831	car	5.00	2.00	256.85	-1.55	18.31	-0.03	-0.49	0.73
973.20	724235	bike	2.00	0.70	244.18	-4.05	22.11	-0.45	-0.09	-0.00
973.20	123602	car	5.00	2.00	241.47	1.05	12.99	-0.70	0.19	-0.04
973.20	943223	car	5.00	2.00	235.24	-1.98	17.09	-1.01	0.15	-0.69
973.20	705710	bike	2.00	0.70	234.48	4.19	18.16	0.46	1.74	1.81
973.20	687501	bike	2.00	0.70	227.51	-3.95	21.54	-1.14	-0.05	-0.81
973.20	894243	bike	2.00	0.70	214.24	-0.43	18.26	-0.78	0.60	-0.46
973.20	329307	car	5.00	2.00	200.84	-3.74	19.83	0.63	-1.44	6.41
973.20	280037	car	5.00	2.00	189.84	-1.64	19.27	0.09	-0.61	1.82
973.20	890622	car	5.00	2.00	180.32	2.22	19.69	0.30	-1.10	0.13
973.20	692566	car	5.00	2.00	165.27	-3.75	20.35	0.38	0.10	3.05
973.20	666665	car	5.00	2.00	153.76	-0.69	20.34	0.09	-0.82	0.48
973.20	189281	car	5.00	2.00	143.21	2.26	20.88	0.14	-0.05	0.04
973.20	924744	bike	2.00	0.70	133.28	-2.76	21.74	-0.05	-0.30	0.22
973.20	419629	car	5.00	2.00	117.75	-0.55	20.82	0.22	-0.32	0.02
973.20	138894	car	5.00	2.00	106.05	2.24	21.34	0.03	0.16	1.58
973.20	497141	bike	2.00	0.70	98.15	-2.84	23.08	-0.25	-0.60	-0.06
973.20	874455	car	5.00	2.00	81.14	-0.35	21.23	-0.23	-0.75	0.16
973.20	214925	bike	2.00	0.70	72.43	4.12	24.24	0.21	-0.07	0.14
973.20	269309	car	5.00	2.00	57.35	-3.15	23.09	-0.08	-0.48	-0.20
973.20	201181	bike	2.00	0.70	43.00	1.28	23.20	0.58	-0.01	-1.33
973.20	352410	car	5.00	2.00	31.82	2.86	23.99	0.14	-0.31	0.76
973.20	386127	bike	2.00	0.70	17.25	-3.06	24.34	0.64	-0.73	-0.08
973.20	314376	bike	2.00	0.70	2.49	0.00	24.90	0.06	-1.01	0.56
973.30	839855	car	5.00	2.00	556.09	-3.29	23.61	-0.08	0.08	-0.08
973.30	133617	bike	2.00	0.70	548.21	1.28	24.72	-0.01	-0.09	-0.24
973.30	713045	bike	2.00	0.70	536.62	3.63	24.97	0.42	-0.14	0.19
973.30	616081	bike	2.00	0.70	535.99	-1.11	24.60	-0.01	0.38	-0.17
973.30	808579	bike	2.00	0.70	506.51	0.88	24.23	-0.02	-0.25	-0.05
973.30	702232	car	5.00	2.00	501.78	-3.23	23.08	-0.01	0.15	-0.33
973.30	896208	car	5.00	2.00	468.59	-0.14	22.95	-0.02	0.41	-0.13
973.30	305252	bike	2.00	0.70	463.93	-2.96	23.44	0.04	-0.09	-0.01
973.30	774176	car	5.00	2.00	427.32	-0.51	22.09	0.19	0.42	0.15
973.30	154845	car	5.00	2.00	426.99	-3.53	22.33	0.08	0.08	0.36
973.30	358004	truck	10.00	2.50	421.12	3.17	12.09	-0.11	0.35	0.01
973.30	545491	bike	2.00	0.70	408.82	-1.98	21.58	0.08	0.12	0.18
973.30	665082	bike	2.00	0.70	406.06	-3.80	21.51	0.02	0.24	-0.01
973.30	151219	bike	2.00	0.70	391.92	-1.31	21.03	0.41	0.74	0.08
973.30	410392	truck	10.00	2.50	379.52	3.27	11.11	-0.15	-0.07	-0.32
973.30	913577	car	5.00	2.00	377.97	-0.11	18.60	-0.17	0.47	-0.52
973.30	540682	car	5.00	2.00	376.38	-3.55	20.03	0.01	0.82	-0.21
973.30	959807	car	5.00	2.00	348.54	-1.69	17.87	-0.21	0.13	-0.17
973.30	226488	car	5.00	2.00	342.88	1.66	14.60	-0.55	-0.46	-0.18
973.30	498718	bike	2.00	0.70	328.58	3.67	18.10	-0.50	-0.32	-0.33
973.30	450065	car	5.00	2.00	322.48	-0.73	17.16	-0.48	0.84	0.13
973.30	211329	car	5.00	2.00	321.48	-3.70	17.07	-0.21	0.38	-0.37
973.30	751115	bike	2.00	0.70	316.48	2.86	17.36	-0.18	-0.04	0.43
973.30	583131	bike	2.00	0.70	306.50	1.02	19.11	-0.59	-0.60	0.57
973.30	145827	bike	2.00	0.70	299.75	0.48	17.51	-0.45	-0.16	-0.12
973.30	121644	car	5.00	2.00	299.26	-1.72	16.14	-0.58	0.70	-0.46
973.30	461442	bike	2.00	0.70	297.48	3.94	19.51	0.10	0.53	1.14
973.30	592251	bike	2.00	0.70	285.92	-3.63	19.78	-0.59	0.19	-0.48
973.30	855487	bike	2.00	0.70	282.84	2.90	19.28	-0.40	0.89	0.49
973.30	972494	truck	10.00	2.50	270.11	2.23	11.96	0.74	-0.15	0.50
973.30	272831	car	5.00	2.00	258.68	-1.55	18.34	0.02	0.26	0.56
973.30	724235	bike	2.00	0.70	246.39	-4.09	22.09	-0.42	-0.16	0.24
973.30	123602	car	5.00	2.00	242.77	0.98	13.00	-0.73	0.05	-0.23
973.30	943223	car	5.00	2.00	236.95	-2.08	17.08	-1.07	-0.11	-0.52
973.30	705710	bike	2.00	0.70	236.31	4.24	18.39	0.58	2.32	1.22
973.30	687501	bike	2.00	0.70	229.66	-4.07	21.52	-1.20	-0.26	-0.69
973.30	894243	bike	2.00	0.70	216.07	-0.51	18.32	-0.85	0.59	-0.61
973.30	329307	car	5.00	2.00	202.82	-3.65	19.72	1.09	-1.15	4.56
973.30	280037	car	5.00	2.00	191.76	-1.62	19.18	0.42	-0.96	3.31
973.30	890622	car	5.00	2.00	182.29	2.25	19.63	0.35	-0.51	0.51
973.30	692566	car	5.00	2.00	167.30	-3.71	20.26	0.53	-0.92	1.54
973.30	666665	car	5.00	2.00	155.79	-0.67	20.25	0.19	-0.95	1.06
973.30	189281	car	5.00	2.00	145.30	2.28	20.87	0.17	-0.12	0.31
973.30	924744	bike	2.00	0.70	135.45	-2.76	21.72	-0.05	-0.22	-0.04
973.30	419629	car	5.00	2.00	119.82	-0.53	20.75	0.24	-0.75	0.15
973.30	138894	car	5.00	2.00	108.18	2.25	21.35	0.17	0.11	1.45
973.30	497141	bike	2.00	0.70	100.46	-2.87	23.07	-0.26	-0.07	-0.11
973.30	874455	car	5.00	2.00	83.26	-0.38	21.24	-0.21	0.07	0.22
973.30	214925	bike	2.00	0.70	74.85	4.14	24.29	0.24	0.46	0.28
973.30	269309	car	5.00	2.00	59.65	-3.16	23.03	-0.07	-0.62	0.08
973.30	201181	bike	2.00	0.70	45.32	1.33	23.20	0.48	-0.02	-1.03
973.30	352410	car	5.00	2.00	34.22	2.87	23.97	0.20	-0.22	0.57
973.30	386127	bike	2.00	0.70	19.68	-2.99	24.32	0.64	-0.19	0.01
973.30	314376	bike	2.00	0.70	4.98	0.01	24.82	0.09	-0.75	0.31
973.40	839855	car	5.00	2.00	558.45	-3.29	23.67	-0.07	0.57	0.06
973.40	133617	bike	2.00	0.70	550.69	1.27	24.76	-0.02	0.43	-0.07
973.40	713045	bike	2.00	0.70	539.12	3.67	24.97	0.43	0.02	0.07
973.40	616081	bike	2.00	0.70	538.45	-1.11	24.64	-0.02	0.47	-0.15
973.40	808579	bike	2.00	0.70	508.93	0.88	24.23	0.00	0.03	0.18
973.40	702232	car	5.00	2.00	504.09	-3.24	23.06	-0.05	-0.25	-0.38
973.40	896208	car	5.00	2.00	470.88	-0.15	22.94	-0.01	-0.06	0.09
973.40	305252	bike	2.00	0.70	466.27	-2.96	23.47	0.02	0.31	-0.18
973.40	774176	car	5.00	2.00	429.53	-0.49	22.15	0.22	0.64	0.28
973.40	154845	car	5.00	2.00	429.22	-3.52	22.33	0.08	-0.06	0.01
973.40	358004	truck	10.00	2.50	422.32	3.16	12.05	-0.11	-0.44	0.01
973.40	545491	bike	2.00	0.70	410.98	-1.97	21.65	0.08	0.64	0.08
973.40	665082	bike	2.00	0.70	408.22	-3.80	21.59	0.03	0.85	0.07
973.40	151219	bike	2.00	0.70	394.02	-1.27	21.04	0.43	0.03	0.13
973.40	410392	truck	10.00	2.50	380.63	3.25	11.07	-0.18	-0.39	-0.32
973.40	913577	car	5.00	2.00	379.83	-0.13	18.65	-0.24	0.55	-0.71
973.40	540682	car	5.00	2.00	378.38	-3.55	20.07	-0.01	0.48	-0.19
973.40	959807	car	5.00	2.00	350.33	-1.71	17.92	-0.22	0.44	-0.14
973.40	226488	car	5.00	2.00	344.33	1.61	14.51	-0.62	-0.88	-0.75
973.40	498718	bike	2.00	0.70	330.39	3.62	18.12	-0.52	0.22	-0.18
973.40	450065	car	5.00	2.00	324.20	-0.78	17.18	-0.50	0.16	-0.20
973.40	211329	car	5.00	2.00	323.19	-3.72	17.17	-0.21	1.08	-0.04
973.40	751115	bike	2.00	0.70	318.22	2.84	17.35	-0.15	-0.12	0.29
973.40	583131	bike	2.00	0.70	308.41	0.96	19.03	-0.52	-0.77	0.68
973.40	145827	bike	2.00	0.70	301.51	0.43	17.51	-0.46	0.02	-0.10
973.40	121644	car	5.00	2.00	300.87	-1.78	16.19	-0.64	0.45	-0.65
973.40	461442	bike	2.00	0.70	299.43	3.96	19.61	0.20	0.98	0.94
973.40	592251	bike	2.00	0.70	287.90	-3.69	19.78	-0.63	0.08	-0.41
973.40	855487	bike	2.00	0.70	284.77	2.86	19.40	-0.34	1.23	0.57
973.40	972494	truck	10.00	2.50	271.30	2.30	11.91	0.80	-0.44	0.59
973.40	272831	car	5.00	2.00	260.52	-1.55	18.36	0.07	0.19	0.47
973.40	724235	bike	2.00	0.70	248.61	-4.13	22.13	-0.39	0.32	0.28
973.40	123602	car	5.00	2.00	244.07	0.90	12.93	-0.78	-0.69	-0.52
973.40	943223	car	5.00	2.00	238.66	-2.19	17.09	-1.13	0.10	-0.62
973.40	705710	bike	2.00	0.70	238.16	4.30	18.58	0.67	1.91	0.89
973.40	687501	bike	2.00	0.70	231.81	-4.19	21.51	-1.20	-0.08	-0.46
973.40	894243	bike	2.00	0.70	217.90	-0.60	18.34	-0.92	0.22	-0.74
973.40	329307	car	5.00	2.00	204.78	-3.53	19.60	1.20	-1.22	2.29
973.40	280037	car	5.00	2.00	193.67	-1.56	18.92	0.78	-2.56	3.62
973.40	890622	car	5.00	2.00	184.25	2.29	19.53	0.41	-1.06	0.69
973.40	692566	car	5.00	2.00	169.32	-3.65	20.15	0.58	-1.09	0.43
973.40	666665	car	5.00	2.00	157.82	-0.65	20.21	0.32	-0.35	1.28
973.40	189281	car	5.00	2.00	147.38	2.29	20.79	0.20	-0.78	0.29
973.40	924744	bike	2.00	0.70	137.62	-2.77	21.65	-0.04	-0.68	0.17
973.40	419629	car	5.00	2.00	121.90	-0.50	20.70	0.24	-0.49	0.05
973.40	138894	car	5.00	2.00	110.32	2.27	21.32	0.32	-0.29	1.52
973.40	497141	bike	2.00	0.70	102.76	-2.89	23.06	-0.26	-0.13	-0.01
973.40	874455	car	5.00	2.00	85.39	-0.40	21.22	-0.19	-0.19	0.18
973.40	214925	bike	2.00	0.70	77.28	4.17	24.28	0.26	-0.10	0.17
973.40	269309	car	5.00	2.00	61.95	-3.17	22.95	-0.07	-0.75	-0.04
973.40	201181	bike	2.00	0.70	47.64	1.38	23.20	0.40	0.04	-0.77
973.40	352410	car	5.00	2.00	36.61	2.90	23.96	0.25	-0.11	0.49
973.40	386127	bike	2.00	0.70	22.11	-2.93	24.26	0.65	-0.60	0.03
973.40	314376	bike	2.00	0.70	7.46	0.02	24.76	0.14	-0.67	0.50
973.50	839855	car	5.00	2.00	560.82	-3.30	23.67	-0.08	0.04	-0.09
973.50	133617	bike	2.00	0.70	553.16	1.27	24.78	-0.03	0.17	-0.09
973.50	713045	bike	2.00	0.70	541.62	3.71	24.96	0.42	-0.15	-0.04
973.50	616081	bike	2.00	0.70	540.92	-1.11	24.71	-0.03	0.64	-0.01
973.50	808579	bike	2.00	0.70	511.35	0.88	24.21	0.02	-0.20	0.17
973.50	702232	car	5.00	2.00	506.39	-3.24	23.11	-0.06	0.51	-0.11
973.50	896208	car	5.00	2.00	473.18	-0.15	23.00	-0.01	0.59	-0.01
973.50	305252	bike	2.00	0.70	468.62	-2.96	23.48	0.00	0.08	-0.19
973.50	774176	car	5.00	2.00	431.75	-0.47	22.22	0.22	0.67	0.09
973.50	154845	car	5.00	2.00	431.46	-3.51	22.39	0.08	0.68	0.02
973.50	358004	truck	10.00	2.50	423.53	3.15	12.05	-0.11	0.01	-0.09
973.50	545491	bike	2.00	0.70	413.14	-1.96	21.67	0.11	0.17	0.26
973.50	665082	bike	2.00	0.70	410.38	-3.79	21.65	0.02	0.56	-0.02
973.50	151219	bike	2.00	0.70	396.13	-1.23	21.11	0.40	0.80	-0.25
973.50	410392	truck	10.00	2.50	381.74	3.23	11.12	-0.20	0.43	-0.23
973.50	913577	car	5.00	2.00	381.70	-0.15	18.68	-0.28	0.22	-0.31
973.50	540682	car	5.00	2.00	380.39	-3.55	20.13	-0.02	0.58	-0.11
973.50	959807	car	5.00	2.00	352.12	-1.73	18.00	-0.22	0.85	-0.02
973.50	226488	car	5.00	2.00	345.78	1.54	14.43	-0.70	-0.84	-0.79
973.50	498718	bike	2.00	0.70	332.21	3.56	18.12	-0.54	-0.05	-0.18
973.50	450065	car	5.00	2.00	325.92	-0.83	17.26	-0.51	0.80	-0.13
973.50	211329	car	5.00	2.00	324.92	-3.74	17.28	-0.19	1.04	0.23
973.50	751115	bike	2.00	0.70	319.95	2.82	17.33	-0.14	-0.18	0.08
973.50	583131	bike	2.00	0.70	310.30	0.91	18.93	-0.51	-1.02	0.14
973.50	145827	bike	2.00	0.70	303.26	0.38	17.50	-0.49	-0.17	-0.27
973.50	121644	car	5.00	2.00	302.50	-1.85	16.26	-0.68	0.70	-0.41
973.50	461442	bike	2.00	0.70	301.40	3.98	19.62	0.25	0.15	0.53
973.50	592251	bike	2.00	0.70	289.88	-3.75	19.77	-0.67	-0.15	-0.39
973.50	855487	bike	2.00	0.70	286.72	2.83	19.49	-0.30	0.82	0.40
973.50	972494	truck	10.00	2.50	272.50	2.39	11.93	0.86	0.20	0.62
973.50	272831	car	5.00	2.00	262.35	-1.54	18.39	0.10	0.29	0.37
973.50	724235	bike	2.00	0.70	250.82	-4.17	22.17	-0.35	0.47	0.40
973.50	123602	car	5.00	2.00	245.36	0.82	12.88	-0.86	-0.48	-0.80
973.50	943223	car	5.00	2.00	240.37	-2.30	17.11	-1.03	0.24	0.94
973.50	705710	bike	2.00	0.70	240.03	4.37	18.76	0.65	1.83	-0.22
973.50	687501	bike	2.00	0.70	233.96	-4.31	21.51	-1.09	-0.01	1.12
973.50	894243	bike	2.00	0.70	219.74	-0.69	18.39	-1.00	0.54	-0.77
973.50	329307	car	5.00	2.00	206.74	-3.41	19.43	1.20	-1.69	1.03
973.50	280037	car	5.00	2.00	195.54	-1.47	18.56	0.87	-3.57	0.91
973.50	890622	car	5.00	2.00	186.20	2.34	19.47	0.59	-0.58	1.76
973.50	692566	car	5.00	2.00	171.33	-3.59	20.05	0.64	-0.96	0.66
973.50	666665	car	5.00	2.00	159.83	-0.61	20.15	0.46	-0.65	1.33
973.50	189281	car	5.00	2.00	149.46	2.32	20.77	0.22	-0.23	0.21
973.50	924744	bike	2.00	0.70	139.78	-2.77	21.62	-0.01	-0.32	0.32
973.50	419629	car	5.00	2.00	123.96	-0.48	20.64	0.27	-0.64	0.30
973.50	138894	car	5.00	2.00	112.45	2.31	21.30	0.43	-0.28	1.04
973.50	497141	bike	2.00	0.70	105.07	-2.92	23.00	-0.27	-0.52	-0.08
973.50	874455	car	5.00	2.00	87.51	-0.41	21.22	-0.15	-0.04	0.45
973.50	214925	bike	2.00	0.70	79.71	4.20	24.26	0.30	-0.23	0.40
973.50	269309	car	5.00	2.00	64.25	-3.17	22.98	-0.08	0.26	-0.10
973.50	201181	bike	2.00	0.70	49.96	1.41	23.20	0.33	0.03	-0.73
973.50	352410	car	5.00	2.00	39.01	2.92	23.89	0.27	-0.71	0.18
973.50	386127	bike	2.00	0.70	24.53	-2.86	24.18	0.64	-0.80	-0.05
973.50	314376	bike	2.00	0.70	9.93	0.04	24.73	0.17	-0.27	0.30
973.60	839855	car	5.00	2.00	563.19	-3.31	23.68	-0.07	0.04	0.08
973.60	133617	bike	2.00	0.70	555.64	1.27	24.74	-0.02	-0.39	0.07
973.60	713045	bike	2.00	0.70	544.11	3.75	24.97	0.43	0.14	0.12
973.60	616081	bike	2.00	0.70	543.39	-1.11	24.76	-0.03	0.51	-0.02
973.60	808579	bike	2.00	0.70	513.77	0.89	24.21	0.03	-0.00	0.16
973.60	702232	car	5.00	2.00	508.71	-3.25	23.15	-0.09	0.44	-0.28
973.60	896208	car	5.00	2.00	475.48	-0.15	23.01	-0.01	0.10	-0.03
973.60	305252	bike	2.00	0.70	470.97	-2.96	23.45	-0.02	-0.27	-0.17
973.60	774176	car	5.00	2.00	433.97	-0.45	22.19	0.24	-0.26	0.15
973.60	154845	car	5.00	2.00	433.70	-3.50	22.40	0.08	0.10	0.03
973.60	358004	truck	10.00	2.50	424.74	3.14	12.08	-0.11	0.26	0.00
973.60	545491	bike	2.00	0.70	415.32	-1.95	21.75	0.13	0.87	0.21
973.60	665082	bike	2.00	0.70	412.55	-3.79	21.73	0.05	0.79	0.25
973.60	151219	bike	2.00	0.70	398.24	-1.19	21.20	0.40	0.84	-0.05
973.60	913577	car	5.00	2.00	383.57	-0.18	18.73	-0.32	0.51	-0.43
973.60	410392	truck	10.00	2.50	382.85	3.21	11.08	-0.21	-0.37	-0.07
973.60	540682	car	5.00	2.00	382.41	-3.55	20.22	-0.02	0.91	0.03
973.60	959807	car	5.00	2.00	353.93	-1.75	18.05	-0.24	0.45	-0.21
973.60	226488	car	5.00	2.00	347.22	1.47	14.37	-0.78	-0.61	-0.73
973.60	498718	bike	2.00	0.70	334.02	3.51	18.13	-0.58	0.09	-0.43
973.60	450065	car	5.00	2.00	327.65	-0.89	17.35	-0.52	0.85	-0.10
973.60	211329	car	5.00	2.00	326.65	-3.76	17.31	-0.17	0.37	0.24
973.60	751115	bike	2.00	0.70	321.68	2.81	17.27	-0.11	-0.64	0.38
973.60	583131	bike	2.00	0.70	312.19	0.86	18.84	-0.52	-0.88	-0.10
973.60	145827	bike	2.00	0.70	305.00	0.33	17.38	-0.55	-1.16	-0.63
973.60	121644	car	5.00	2.00	304.12	-1.92	16.28	-0.72	0.28	-0.41
973.60	461442	bike	2.00	0.70	303.36	4.01	19.72	0.31	0.97	0.56
973.60	592251	bike	2.00	0.70	291.86	-3.82	19.79	-0.61	0.21	0.52
973.60	855487	bike	2.00	0.70	288.67	2.80	19.57	-0.27	0.80	0.34
973.60	972494	truck	10.00	2.50	273.69	2.47	11.89	0.90	-0.44	0.34
973.60	272831	car	5.00	2.00	264.19	-1.52	18.42	0.15	0.38	0.43
973.60	724235	bike	2.00	0.70	253.04	-4.19	22.13	-0.07	-0.40	2.86
973.60	123602	car	5.00	2.00	246.64	0.73	12.87	-0.93	-0.11	-0.75
973.60	943223	car	5.00	2.00	242.08	-2.40	17.11	-0.93	-0.01	1.02
973.60	705710	bike	2.00	0.70	241.91	4.43	18.96	0.62	1.99	-0.33
973.60	687501	bike	2.00	0.70	236.11	-4.40	21.49	-0.82	-0.15	2.70
973.60	894243	bike	2.00	0.70	221.58	-0.80	18.44	-1.02	0.43	-0.23
973.60	329307	car	5.00	2.00	208.67	-3.28	19.29	1.20	-1.35	0.70
973.60	280037	car	5.00	2.00	197.38	-1.39	18.20	0.87	-3.63	0.04
973.60	890622	car	5.00	2.00	188.14	2.41	19.39	0.75	-0.80	1.63
973.60	692566	car	5.00	2.00	173.33	-3.53	19.91	0.61	-1.36	-0.30
973.60	666665	car	5.00	2.00	161.85	-0.56	20.10	0.59	-0.50	1.39
973.60	189281	car	5.00	2.00	151.53	2.35	20.66	0.41	-1.06	1.81
973.60	924744	bike	2.00	0.70	141.94	-2.77	21.56	0.05	-0.56	0.50
973.60	419629	car	5.00	2.00	126.03	-0.45	20.65	0.31	0.09	0.34
